gene_name	class_type	count	probes
IRS2	class1	5	{'cg08625260', 'cg23003890', 'cg01939883', 'cg19988338', 'cg06549607'}
IRS2	class2	33	{'cg21601493', 'cg24670552', 'cg14533206', 'cg01569664', 'cg08057103', 'cg14341579', 'cg20445402', 'cg16851425', 'cg16976910', 'cg08348990', 'cg12085119', 'cg12195446', 'cg13539803', 'cg06293108', 'cg08510264', 'cg25802424', 'cg00191629', 'cg15714599', 'cg21560354', 'cg24526103', 'cg25310555', 'cg17324121', 'cg01458801', 'cg05514401', 'cg05404236', 'cg11153485', 'cg25924746', 'cg02320481', 'cg10488031', 'cg01156012', 'cg03337886', 'cg25312054', 'cg21266798'}
THSD1P	class1	5	{'cg19049152', 'cg00201414', 'cg06259025', 'cg24678163', 'cg25692524'}
THSD1P	class2	10	{'cg25852722', 'cg16201899', 'cg12648482', 'cg19278827', 'cg07763179', 'cg11784319', 'cg04649468', 'cg11547828', 'cg00741351', 'cg22135109'}
PCDH17	class1	5	{'cg07430472', 'cg13806135', 'cg15112032', 'cg25891355', 'cg12606396'}
PCDH17	class2	16	{'cg04413320', 'cg07921625', 'cg26444528', 'cg11312408', 'cg19637591', 'cg02994463', 'cg22840780', 'cg22103831', 'cg07629125', 'cg24586528', 'cg00208153', 'cg12432236', 'cg03865667', 'cg14893163', 'cg20594465', 'cg14427009'}
MTIF3	class1	6	{'cg03560416', 'cg19981185', 'cg23548274', 'cg24780865', 'cg16161848', 'cg22267908'}
MTIF3	class2	21	{'cg20147645', 'cg26772116', 'cg00731404', 'cg11342910', 'cg07918176', 'cg20609911', 'cg21914262', 'cg18890751', 'cg06800352', 'cg01714890', 'cg03009080', 'cg07077115', 'cg00220302', 'cg12348997', 'cg08209163', 'cg06051243', 'cg27323780', 'cg14110147', 'cg15539190', 'cg23783665', 'cg21136136'}
ADPRHL1	class1	10	{'cg12622519', 'cg00242786', 'cg17414127', 'cg01679512', 'cg12912869', 'cg00767058', 'cg26112170', 'cg05567734', 'cg21834032', 'cg05163330'}
ADPRHL1	class2	58	{'cg14845091', 'cg17991430', 'cg16322397', 'cg20566904', 'cg01421309', 'cg03242905', 'cg20773767', 'cg14622533', 'cg20731693', 'cg25320816', 'cg17515767', 'cg26619725', 'cg05911765', 'cg03049340', 'cg04079883', 'cg00463202', 'cg22478679', 'cg25743531', 'cg26308932', 'cg04398180', 'cg18307928', 'cg03502979', 'cg05788089', 'cg06864391', 'cg04560531', 'cg10624914', 'cg16022315', 'cg17895080', 'cg21304833', 'cg10039500', 'cg12275871', 'cg23359401', 'cg23417523', 'cg06205746', 'cg01810471', 'cg08133476', 'cg14339867', 'cg05392008', 'cg22782070', 'cg19397969', 'cg08112879', 'cg06592026', 'cg20619751', 'cg20849855', 'cg27163431', 'cg14252617', 'cg21243846', 'cg19423472', 'cg00945107', 'cg01921818', 'cg20618527', 'cg23361579', 'cg23511982', 'cg04579632', 'cg19963836', 'cg26389958', 'cg27490101', 'cg20097507'}
NUFIP1	class1	6	{'cg16568571', 'cg01367737', 'cg00313876', 'cg21197066', 'cg08930878', 'cg09769679'}
NUFIP1	class2	14	{'cg04122324', 'cg26559770', 'cg22331106', 'cg13717880', 'cg22539738', 'cg00260919', 'cg08225398', 'cg15611600', 'cg25729094', 'cg02951237', 'cg26439238', 'cg23520726', 'cg10777000', 'cg18830978'}
FGF14	class1	11	{'cg11897909', 'cg21448145', 'cg05210258', 'cg21513836', 'cg27134816', 'cg23809442', 'cg00273543', 'cg04046599', 'cg06960698', 'cg17810588', 'cg15972331'}
FGF14	class2	47	{'cg13648345', 'cg21276549', 'cg15744240', 'cg00888818', 'cg02491276', 'cg15144817', 'cg09896622', 'cg25444002', 'cg26097011', 'cg07218600', 'cg12678003', 'cg25736517', 'cg18761450', 'cg10395772', 'cg15061682', 'cg23883393', 'cg11100836', 'cg08958618', 'cg12583087', 'cg24507144', 'cg16786274', 'cg25082959', 'cg14813603', 'cg17444493', 'cg10069736', 'cg22583065', 'cg22809871', 'cg08620112', 'cg24172416', 'cg09225948', 'cg16398329', 'cg20602244', 'cg11478100', 'cg18758233', 'cg17868723', 'cg25317585', 'cg14214706', 'cg24089171', 'cg06313119', 'cg20335672', 'cg05505763', 'cg19812826', 'cg12611013', 'cg10565760', 'cg04561389', 'cg18977436', 'cg24877509'}
FGF9	class1	6	{'cg18721406', 'cg24971349', 'cg02259997', 'cg09112333', 'cg10167561', 'cg14669514'}
FGF9	class2	28	{'cg25926358', 'cg14669226', 'cg25806100', 'cg19146001', 'cg11654553', 'cg26955980', 'cg26585320', 'cg15928068', 'cg04677470', 'cg25277509', 'cg07032889', 'cg04223548', 'cg09972864', 'cg10910055', 'cg16604973', 'cg22356541', 'cg10255858', 'cg25054052', 'cg23543263', 'cg05256447', 'cg10194039', 'cg11942548', 'cg03688324', 'cg02761093', 'cg14339038', 'cg00274399', 'cg09735579', 'cg16178346'}
CCNA1	class1	29	{'cg08296176', 'cg13435392', 'cg14089714', 'cg12417071', 'cg11513637', 'cg11023392', 'cg00282249', 'cg24154053', 'cg05120331', 'cg08215918', 'cg01040523', 'cg07962128', 'cg23831735', 'cg27142924', 'cg06260815', 'cg19866195', 'cg05089090', 'cg14499563', 'cg21587066', 'cg08676975', 'cg17215831', 'cg24233119', 'cg24297049', 'cg00370179', 'cg26345046', 'cg24334591', 'cg03871460', 'cg13711394', 'cg21754388'}
CCNA1	class2	14	{'cg18348647', 'cg26984343', 'cg07345354', 'cg12571423', 'cg13060997', 'cg16422907', 'cg22075222', 'cg01774835', 'cg05137358', 'cg02478448', 'cg23687560', 'cg17495912', 'cg10158541', 'cg18948722'}
PCDH8	class1	8	{'cg12568898', 'cg10484958', 'cg06114087', 'cg01382137', 'cg19456622', 'cg24560494', 'cg10323552', 'cg12545687'}
PCDH8	class2	18	{'cg03850426', 'cg07847863', 'cg08136772', 'cg25600049', 'cg20366906', 'cg18002116', 'cg22763718', 'cg14950829', 'cg27360326', 'cg16027761', 'cg03315215', 'cg19712603', 'cg09813525', 'cg14171414', 'cg17535595', 'cg00287312', 'cg06460717', 'cg05336395'}
HTR2A	class1	14	{'cg09394608', 'cg01620540', 'cg24320398', 'cg01192538', 'cg02027079', 'cg07075299', 'cg23881368', 'cg24118521', 'cg18200810', 'cg15692052', 'cg09798090', 'cg05506829', 'cg06020661', 'cg10323433'}
HTR2A	class2	13	{'cg11514288', 'cg00308665', 'cg12367389', 'cg16188532', 'cg14059288', 'cg12089079', 'cg09361691', 'cg20102280', 'cg27068143', 'cg15894389', 'cg02250787', 'cg06476131', 'cg26950475'}
FAM123A	class1	7	{'cg05438320', 'cg07348641', 'cg21052415', 'cg00313750', 'cg17205928', 'cg04323814', 'cg06779705'}
FAM123A	class2	10	{'cg13055385', 'cg18815647', 'cg03369269', 'cg11030811', 'cg22141111', 'cg24296626', 'cg22029275', 'cg18034232', 'cg14880499', 'cg07920503'}
TDRD3	class1	11	{'cg03447530', 'cg26737458', 'cg20944895', 'cg18522102', 'cg19937698', 'cg10765900', 'cg22045829', 'cg23767211', 'cg01557749', 'cg05666423', 'cg23103367'}
TDRD3	class2	11	{'cg22518630', 'cg07668623', 'cg19108501', 'cg10579624', 'cg25066583', 'cg07823340', 'cg12552766', 'cg20800199', 'cg24949049', 'cg00319567', 'cg16717626'}
FLT1	class1	5	{'cg01899253', 'cg03247926', 'cg14283783', 'cg03662064', 'cg09887007'}
FLT1	class2	28	{'cg26833784', 'cg07999090', 'cg22341788', 'cg10667166', 'cg11649388', 'cg22753668', 'cg14241731', 'cg27423357', 'cg15978017', 'cg25154733', 'cg02188358', 'cg18520125', 'cg00887295', 'cg19402236', 'cg02186409', 'cg07306605', 'cg17984935', 'cg18662080', 'cg06272611', 'cg24850711', 'cg06021990', 'cg19512693', 'cg13800491', 'cg00321115', 'cg10501128', 'cg22574825', 'cg17440909', 'cg08508761'}
GJB2	class1	13	{'cg02861781', 'cg07921371', 'cg27326226', 'cg19037327', 'cg23486142', 'cg15335418', 'cg26883974', 'cg09195389', 'cg09219142', 'cg10939579', 'cg00347757', 'cg13528344', 'cg05850327'}
GJB2	class2	13	{'cg12869351', 'cg06705004', 'cg09640682', 'cg03689120', 'cg11381282', 'cg17967059', 'cg09790502', 'cg11054936', 'cg07569385', 'cg15936439', 'cg03523077', 'cg24425972', 'cg04452195'}
KLF12	class1	6	{'cg09823277', 'cg27328858', 'cg14970447', 'cg09622504', 'cg02610550', 'cg05201784'}
KLF12	class2	35	{'cg11794728', 'cg02452491', 'ch.13.1081090R', 'ch.13.1085822R', 'cg13696283', 'cg09438955', 'cg13897833', 'cg10959786', 'cg01037020', 'cg09677330', 'cg22738770', 'cg24966735', 'cg12229775', 'cg15535256', 'cg07113600', 'cg00350914', 'cg20658100', 'cg26139338', 'cg00686159', 'cg16689267', 'cg21125037', 'cg19539182', 'cg26419656', 'cg14079702', 'cg09996325', 'cg09874659', 'cg10233744', 'cg09422503', 'cg03871104', 'cg14043104', 'ch.13.1084609F', 'cg15891850', 'cg10194627', 'cg26656387', 'cg19674937'}
COMMD6	class1	5	{'cg10350274', 'cg23089227', 'cg11575942', 'cg14385231', 'cg00504034'}
COMMD6	class2	10	{'cg13459361', 'cg18187762', 'cg09423080', 'cg11593656', 'cg06031422', 'cg01458683', 'cg27134944', 'cg14578366', 'cg00682015', 'cg00410419'}
SUGT1L1	class1	6	{'cg08081379', 'cg09117688', 'cg22658229', 'cg14924160', 'cg08207253', 'cg14759977'}
SUGT1L1	class2	13	{'cg08932994', 'cg19606731', 'cg05361272', 'cg15611131', 'cg06026880', 'cg09675538', 'cg03931416', 'cg02718464', 'cg25109789', 'cg06178054', 'cg00434295', 'cg07935255', 'cg12588200'}
GPR12	class1	5	{'cg03192775', 'cg07811470', 'cg21087108', 'cg01773217', 'cg03819900'}
GPR12	class2	13	{'cg17565078', 'cg22179082', 'cg18424863', 'cg00458890', 'cg27079232', 'cg00590851', 'cg05173758', 'cg23725734', 'cg15726245', 'cg09236130', 'cg25745379', 'cg15905579', 'cg22790924'}
CAB39L	class1	6	{'cg05754322', 'cg23539701', 'cg03983865', 'cg25335349', 'cg07000831', 'cg21218957'}
CAB39L	class2	21	{'cg15207619', 'cg00919994', 'cg16543390', 'cg01617920', 'cg01618923', 'cg06870750', 'cg15906151', 'cg01928147', 'cg18393014', 'cg25756590', 'cg04874511', 'cg11973886', 'cg19238349', 'cg04914982', 'cg01427300', 'cg18170989', 'cg00467160', 'cg14704078', 'cg17777592', 'cg02210115', 'cg18656860'}
LRCH1	class1	7	{'cg19038230', 'cg23869158', 'cg26075356', 'cg01205267', 'cg11342437', 'cg06765814', 'cg19833103'}
LRCH1	class2	35	{'ch.13.628550F', 'cg14269510', 'cg13568311', 'cg17920789', 'cg04443357', 'cg17602362', 'cg05963211', 'cg08005604', 'cg25477334', 'cg25034941', 'cg26224712', 'cg01131395', 'cg22338300', 'cg06473578', 'cg20250874', 'cg02248565', 'cg04579095', 'cg16503053', 'cg23249336', 'cg06186683', 'cg27591016', 'cg20294319', 'cg21090182', 'cg16596598', 'cg02820810', 'cg19713638', 'cg11121994', 'cg05923519', 'cg06650250', 'cg08042647', 'cg04092803', 'cg18400181', 'cg24453118', 'cg07328987', 'cg00476653'}
RCBTB1	class1	5	{'cg25065097', 'cg16550606', 'cg25835954', 'cg00477378', 'cg16533672'}
RCBTB1	class2	13	{'cg15609273', 'cg17506739', 'cg17099306', 'cg01076416', 'cg10196532', 'cg02665154', 'cg11801959', 'cg07785726', 'cg00521048', 'cg17487741', 'cg03074579', 'cg00852613', 'cg02321871'}
SLAIN1	class1	8	{'cg05577945', 'cg14660007', 'cg24038780', 'cg07847733', 'cg25253705', 'cg01277451', 'cg03117416', 'cg15608786'}
SLAIN1	class2	17	{'cg07930874', 'cg21978892', 'cg07077476', 'cg25544146', 'cg20094321', 'cg08110054', 'cg08504583', 'cg09144905', 'cg16574347', 'cg07409656', 'cg15833007', 'cg21253692', 'cg04139515', 'cg11361121', 'cg17607368', 'cg00478599', 'cg07199619'}
NBEA	class1	5	{'cg07310259', 'cg05785994', 'cg02378501', 'cg19613194', 'cg20094837'}
NBEA	class2	53	{'cg04476865', 'cg12178237', 'cg13446906', 'cg22855860', 'cg14099990', 'cg18830373', 'cg02558362', 'cg19364538', 'cg21884062', 'cg23288962', 'cg10564626', 'cg00505001', 'cg01952313', 'cg19529471', 'cg02127375', 'cg13652338', 'cg16877681', 'cg24769969', 'cg04944266', 'cg09269090', 'cg05093686', 'cg10587183', 'cg17187705', 'cg21392204', 'cg05623392', 'cg02340053', 'cg21392700', 'cg03337263', 'cg02229135', 'cg03356172', 'cg12638731', 'cg20704442', 'cg13003178', 'cg25628008', 'cg00762613', 'cg06739403', 'cg13238479', 'cg04916802', 'cg19508437', 'cg03014934', 'cg07200348', 'cg07554357', 'cg05125220', 'cg16735881', 'cg26943708', 'cg05446322', 'cg00729885', 'cg12029639', 'cg12573705', 'cg14774585', 'cg19557340', 'cg26406074', 'cg00944193'}
KATNAL1	class1	9	{'cg19905137', 'cg13057770', 'cg20236877', 'cg17045389', 'cg02788021', 'cg05206690', 'cg00763555', 'cg07600127', 'cg18159740'}
KATNAL1	class2	14	{'cg00517533', 'cg19094126', 'cg18714586', 'cg03796122', 'cg12697237', 'cg17056062', 'cg04334947', 'cg07476548', 'cg02781394', 'cg02639958', 'cg08538509', 'cg04551440', 'cg09719277', 'cg06679777'}
INTS6	class1	6	{'cg20840706', 'cg03411979', 'cg21796430', 'cg14185122', 'cg16932017', 'cg08028037'}
INTS6	class2	22	{'cg07763497', 'cg16655383', 'cg21952419', 'cg24460268', 'cg11793562', 'cg20427331', 'cg13029746', 'cg21028785', 'cg00655498', 'cg20522046', 'cg17523461', 'cg06479609', 'cg05508048', 'cg04206644', 'cg08907458', 'cg21185187', 'cg00530199', 'cg26776551', 'ch.13.721274R', 'cg21938521', 'cg11199428', 'cg08099418'}
TUBGCP3	class1	5	{'cg00598009', 'cg05392495', 'cg19916129', 'cg22301984', 'cg08602346'}
TUBGCP3	class2	38	{'cg10622024', 'cg18571045', 'cg07533384', 'cg07590584', 'cg08387043', 'cg17321915', 'cg15929495', 'cg05725090', 'cg06961284', 'cg00573529', 'cg20298978', 'cg22709985', 'cg02225550', 'cg11269895', 'cg14405589', 'cg06351144', 'cg21465061', 'cg26272907', 'cg04727856', 'cg26267301', 'cg05614176', 'cg01747036', 'cg07460320', 'cg23595745', 'cg00806871', 'cg04015501', 'cg20992429', 'cg24929943', 'cg03702675', 'cg27101004', 'cg08791788', 'cg18565702', 'cg09568556', 'cg05218357', 'cg25547286', 'cg17855016', 'cg20116138', 'cg09626833'}
FNDC3A	class1	6	{'cg06481158', 'cg20433989', 'cg10726765', 'cg06474453', 'cg20132273', 'cg00590081'}
FNDC3A	class2	16	{'cg09624525', 'cg20711408', 'cg17366400', 'cg05255333', 'cg10107929', 'cg07261734', 'cg21763793', 'cg22871529', 'cg24867720', 'cg02043329', 'cg12159213', 'cg17300237', 'cg04054902', 'cg20631254', 'cg17091793', 'cg25828963'}
ING1	class1	9	{'cg00642468', 'cg14558471', 'cg00922073', 'cg03055737', 'cg21044577', 'cg00743107', 'cg18288666', 'cg02075454', 'cg16967820'}
ING1	class2	23	{'cg20524211', 'cg02570593', 'cg15506972', 'cg15841412', 'cg06900546', 'cg15269148', 'cg01314691', 'cg25989856', 'cg02656441', 'cg24331049', 'cg12037493', 'cg18820914', 'cg07172558', 'cg15513936', 'cg17664485', 'cg05867960', 'cg02550602', 'cg26465101', 'cg13766096', 'cg04528024', 'cg01834010', 'cg04270405', 'cg13108194'}
EEF1DP3	class1	5	{'cg05171480', 'cg12288985', 'cg11932680', 'cg07573061', 'cg04459738'}
EEF1DP3	class2	21	{'cg08954601', 'cg01218431', 'cg25376651', 'cg02529502', 'cg17675639', 'cg18780243', 'cg14372606', 'cg20929143', 'cg02403398', 'cg24182107', 'cg00648883', 'cg19004743', 'cg17877237', 'cg18446441', 'cg19919692', 'cg07577565', 'cg25127011', 'cg09924173', 'cg12376772', 'cg12491368', 'cg24990494'}
ALG11	class1	12	{'cg21845654', 'cg07148139', 'cg13776234', 'cg14966524', 'cg18796523', 'cg06334400', 'cg20018561', 'cg02071074', 'cg17674640', 'cg12482305', 'cg09381038', 'cg11605771'}
ALG11	class2	13	{'cg05482722', 'cg00671161', 'cg14716311', 'cg25548582', 'cg05175466', 'cg22547286', 'cg19751179', 'cg10296688', 'cg24167928', 'cg05794119', 'cg20011208', 'cg26551417', 'cg10068432'}
ATP7B	class1	9	{'cg18796523', 'cg00671161', 'cg20018561', 'cg17674640', 'cg05175466', 'cg19751179', 'cg05794119', 'cg26551417', 'cg10068432'}
ATP7B	class2	13	{'cg21845654', 'cg07148139', 'cg13776234', 'cg14966524', 'cg06334400', 'cg02071074', 'cg12178900', 'cg05482395', 'cg15567853', 'cg12482305', 'cg09381038', 'cg11605771', 'cg05177287'}
FAM155A	class1	10	{'cg22302985', 'cg25985659', 'cg24567424', 'cg05905988', 'cg13582072', 'cg18588768', 'cg03141482', 'cg06833978', 'cg07034928', 'cg06446668'}
FAM155A	class2	47	{'cg11779118', 'cg23511851', 'cg16885235', 'cg27522567', 'cg10630457', 'cg25802465', 'cg07190602', 'cg25401621', 'cg02955548', 'cg23209926', 'cg11542543', 'cg12025690', 'cg15669183', 'cg22253329', 'cg08592160', 'cg01521648', 'cg07223990', 'cg06303171', 'cg19839798', 'cg10118210', 'cg14119999', 'cg03127818', 'cg03176971', 'cg12463883', 'cg10245910', 'cg13398192', 'cg25108085', 'cg00698444', 'cg23782866', 'cg01802380', 'cg07094987', 'cg20343827', 'cg04860977', 'cg03333286', 'cg16325174', 'cg14004833', 'cg23026106', 'cg03866306', 'cg17673237', 'cg04607400', 'cg05383490', 'cg19720441', 'cg01263999', 'cg25929955', 'cg11362758', 'cg22512830', 'cg02891359'}
PCID2	class1	6	{'cg14151426', 'cg14528881', 'cg25806261', 'cg15072871', 'cg24228800', 'cg14929266'}
PCID2	class2	23	{'cg14908186', 'cg00722493', 'cg11987853', 'cg09075968', 'cg12588263', 'cg04925824', 'cg06567722', 'cg22251172', 'cg01970906', 'cg13221046', 'cg24952293', 'cg06801994', 'cg14205864', 'cg08655348', 'cg23786600', 'cg05958294', 'cg27443567', 'cg12722998', 'cg00908004', 'cg08667174', 'cg16155588', 'cg04536998', 'cg10350215'}
DCUN1D2	class1	5	{'cg18540305', 'cg21683590', 'cg25840538', 'cg04340435', 'cg09456782'}
DCUN1D2	class2	37	{'cg05508408', 'cg27284833', 'cg21052383', 'cg11357670', 'cg10810378', 'cg07675259', 'cg15698065', 'cg06767326', 'cg11386093', 'cg09300604', 'cg27560367', 'cg21708867', 'cg01175039', 'cg09746326', 'cg00781839', 'cg09791681', 'cg01730684', 'cg19891435', 'cg10680966', 'cg20157572', 'cg02128308', 'cg02585745', 'cg06569947', 'cg05941641', 'cg03639396', 'cg01382095', 'cg24334634', 'cg19502671', 'cg23514375', 'cg20568402', 'cg14097773', 'cg04893792', 'cg08034413', 'cg25082361', 'cg12297292', 'cg21238257', 'cg22945824'}
IFT88	class1	6	{'cg05916509', 'cg22430972', 'cg18735146', 'cg00825173', 'cg27248581', 'cg23775119'}
IFT88	class2	13	{'cg09315329', 'cg16249894', 'cg01124810', 'cg16547450', 'cg11153891', 'cg22079616', 'cg02476274', 'cg05844409', 'cg19665289', 'cg17549366', 'cg05622300', 'cg01779512', 'cg11940495'}
GJA3	class1	9	{'cg18255595', 'cg15989981', 'cg21115608', 'cg25524962', 'cg11521404', 'cg26133081', 'cg22900415', 'cg26717009', 'cg03129014'}
GJA3	class2	22	{'cg13530621', 'cg19436414', 'cg12428416', 'cg26013143', 'cg12891195', 'cg00859544', 'cg18391323', 'cg24629898', 'cg01767631', 'cg21543150', 'cg00963378', 'cg17049889', 'cg22579841', 'cg18221128', 'cg03384979', 'cg04355697', 'cg27436003', 'cg07039404', 'cg25749609', 'cg15344726', 'cg21301341', 'cg20367421'}
KCTD12	class1	8	{'cg24515970', 'cg15901783', 'cg25968569', 'cg00931644', 'cg27275523', 'cg25021575', 'cg11004501', 'cg20248204'}
KCTD12	class2	13	{'cg09243759', 'cg19938422', 'cg16650292', 'cg02481778', 'cg12280407', 'cg04486282', 'cg12448989', 'cg25889945', 'cg02722456', 'cg09687025', 'cg20108908', 'cg03976650', 'cg08990497'}
TRPC4	class1	5	{'cg16409955', 'cg23021771', 'cg21081971', 'cg17071063', 'cg15398976'}
TRPC4	class2	18	{'cg15071251', 'cg15696906', 'cg18052042', 'cg19263575', 'cg02057391', 'cg12357514', 'cg23307680', 'cg06710083', 'cg17979426', 'cg18182438', 'cg01764020', 'cg21432954', 'cg20535787', 'cg01097963', 'cg21358429', 'cg03704215', 'cg13549719', 'cg19275632'}
NALCN	class1	6	{'cg18115507', 'cg04117435', 'cg18686498', 'cg11621911', 'cg11147919', 'cg01105058'}
NALCN	class2	29	{'cg17910274', 'cg22411185', 'cg25670685', 'cg20236424', 'cg15202954', 'cg25032963', 'cg08858272', 'cg05078644', 'cg06934394', 'cg13743251', 'cg22134823', 'cg01129320', 'cg22746426', 'cg07170932', 'cg23056157', 'cg25890074', 'cg07494300', 'cg11795628', 'cg02932669', 'cg05673756', 'cg16204989', 'cg25024321', 'cg08417857', 'cg18571782', 'cg25201811', 'cg10774877', 'cg15488636', 'cg12384932', 'cg22191606'}
FREM2	class1	6	{'cg05542757', 'cg25822402', 'cg01495344', 'cg12695989', 'cg07699235', 'cg24399830'}
FREM2	class2	25	{'cg21662160', 'cg26063106', 'cg17348791', 'cg03623599', 'cg01112805', 'cg06447378', 'cg15488722', 'cg19360788', 'cg14924041', 'cg22862734', 'cg15270697', 'cg21605238', 'cg01871595', 'cg05849857', 'cg24167118', 'cg26881651', 'cg18595137', 'cg19582128', 'cg11155374', 'cg24087887', 'cg22691986', 'cg18605135', 'cg20708711', 'cg11547544', 'cg12844784'}
NUPL1	class1	5	{'cg10776186', 'cg08269911', 'cg21535947', 'cg01211124', 'cg08532057'}
NUPL1	class2	10	{'cg24639504', 'cg23046154', 'cg20241335', 'cg10345908', 'cg10489588', 'cg26418691', 'cg14573645', 'cg27049886', 'cg19894331', 'cg15001132'}
POLR1D	class1	9	{'cg11275620', 'cg07375367', 'cg22308382', 'cg11754897', 'cg04730588', 'cg19256121', 'cg21097640', 'cg09572029', 'cg26416491'}
POLR1D	class2	12	{'cg20069090', 'cg20548564', 'cg05681148', 'cg02285477', 'cg16890121', 'cg01279709', 'cg07244649', 'cg07873155', 'cg02981663', 'cg11364274', 'cg13799919', 'cg24432757'}
LNX2	class1	5	{'cg05681148', 'cg02285477', 'cg01279709', 'cg21097640', 'cg26416491'}
LNX2	class2	13	{'cg06394460', 'cg10163329', 'cg26392545', 'cg11275620', 'cg07375367', 'cg11588787', 'cg11754897', 'cg22308382', 'cg04730588', 'cg10100220', 'cg19256121', 'cg09572029', 'cg06348985'}
KL	class1	8	{'cg17106222', 'cg21545902', 'cg09886946', 'cg23943268', 'cg03667047', 'cg05855588', 'cg18056695', 'cg17806623'}
KL	class2	12	{'cg02796545', 'cg25698998', 'cg14145477', 'cg26325430', 'cg23132624', 'cg20672059', 'cg05116906', 'cg01308409', 'cg12162530', 'cg02441765', 'cg23584087', 'cg23282559'}
C13orf34	class1	5	{'cg11377088', 'cg11421702', 'cg08271918', 'cg09480162', 'cg17208973'}
C13orf34	class2	14	{'cg20105384', 'cg13580710', 'cg04171565', 'cg14493678', 'cg02748536', 'cg05380793', 'cg24717696', 'cg01431559', 'cg10706989', 'cg10234841', 'cg05853194', 'cg20260570', 'cg03631596', 'cg19968692'}
SAP18	class1	5	{'cg05501766', 'cg23082003', 'cg10979631', 'cg02147791', 'cg08346664'}
SAP18	class2	13	{'cg04592544', 'cg13369624', 'cg21067709', 'cg23823879', 'cg21495568', 'cg01456440', 'cg23549264', 'cg25808926', 'cg24322139', 'cg16685607', 'cg25495394', 'cg26103797', 'cg20750606'}
ZMYM2	class1	5	{'cg20880234', 'cg09282289', 'cg26660801', 'cg25987452', 'cg26490949'}
ZMYM2	class2	19	{'cg06873606', 'cg09580920', 'cg26767761', 'cg13095768', 'cg06890365', 'cg01503312', 'cg04219802', 'cg22496920', 'cg06930513', 'cg12876349', 'cg15593366', 'cg11351140', 'cg16030751', 'cg03503288', 'cg22174356', 'cg22999268', 'cg06938191', 'cg21004366', 'cg17625416'}
RNF6	class1	10	{'cg09370115', 'cg22768612', 'cg03866985', 'cg14859044', 'cg27012920', 'cg06067032', 'cg10476224', 'cg04441267', 'cg01600817', 'cg22448677'}
RNF6	class2	12	{'cg03847533', 'cg13041531', 'cg19792403', 'cg21128460', 'cg13450427', 'cg26095694', 'cg17850880', 'cg13271632', 'cg23151860', 'cg22277272', 'cg25415650', 'cg16202484'}
SUCLA2	class1	5	{'cg18221580', 'cg01732984', 'cg06437740', 'cg08280787', 'cg04403115'}
SUCLA2	class2	9	{'cg25340973', 'cg05272277', 'cg10613440', 'cg02584187', 'cg17533142', 'cg18708106', 'cg18563258', 'cg09826221', 'cg26318047'}
EXOSC8	class1	5	{'cg01802761', 'cg01999787', 'cg23429638', 'cg11687679', 'cg18954371'}
EXOSC8	class2	13	{'cg09043750', 'cg13677111', 'cg12715979', 'cg20908110', 'cg11708795', 'cg18163144', 'cg08210300', 'cg09751389', 'cg16792202', 'cg02051832', 'cg27249554', 'cg18983090', 'cg16878088'}
LOC100190939	class1	6	{'cg19185384', 'cg24576225', 'cg10226419', 'cg01840244', 'cg14131834', 'cg07564645'}
LOC100190939	class2	16	{'cg11379222', 'cg18883852', 'cg22379574', 'cg25740640', 'cg02593615', 'cg05770837', 'cg16956132', 'cg27325460', 'cg27489994', 'cg17558062', 'cg27155483', 'cg19666287', 'cg02472998', 'cg09825436', 'cg17109601', 'cg08411735'}
TMTC4	class1	5	{'cg05074645', 'cg22821462', 'cg26744490', 'cg04795788', 'cg17479245'}
TMTC4	class2	21	{'cg05645787', 'cg08922584', 'cg04255756', 'cg24487969', 'cg02157052', 'cg19349476', 'cg18628493', 'cg13244417', 'cg07980015', 'cg17429243', 'cg07645529', 'cg05128626', 'cg25678491', 'cg26151510', 'cg17864516', 'cg19598875', 'cg25270899', 'cg05950276', 'cg01870140', 'cg22575966', 'cg23428192'}
EDNRB	class1	42	{'cg24745738', 'cg10792120', 'cg12983394', 'cg21364111', 'cg06057566', 'cg12847373', 'cg23702615', 'cg22310279', 'cg13434989', 'cg19742055', 'cg24942919', 'cg08634041', 'cg10016380', 'cg26022015', 'cg06106063', 'cg22154447', 'cg08321129', 'cg24236409', 'cg12321193', 'cg09152886', 'cg22541679', 'cg09786383', 'cg12935136', 'cg07974719', 'cg11074192', 'cg19650157', 'cg21675115', 'cg02147695', 'cg25717994', 'cg18568990', 'cg07035515', 'cg16739796', 'cg19111971', 'cg12602112', 'cg19759502', 'cg13937208', 'cg23494140', 'cg19916212', 'cg10764762', 'cg18032190', 'cg01910869', 'cg23766591'}
EDNRB	class2	19	{'cg12120741', 'cg23326536', 'cg04390523', 'cg26622320', 'cg15836660', 'cg16571983', 'cg13818654', 'cg08983760', 'cg23316360', 'cg06971129', 'cg15699226', 'cg24785726', 'cg03086857', 'cg18003135', 'cg06179060', 'cg07495027', 'cg18210860', 'cg13866767', 'cg16203262'}
PCDH9	class1	5	{'cg01911068', 'cg19029747', 'cg25422943', 'cg11730458', 'cg08705697'}
